Zeit t / s;Frequenz f / Hz;Spannung U_B1 / V;Weg &b_A1 / rad;FFT fft / rad
0;0;0,54;0,34;0,0314626226473094
0,101784749999979;0,019531694751941;0,43;0,29;0,0317957129834884
0,199971000000005;0,039063389503882;0,29;0,22;0,0126781455011823
0,299243000000047;0,0585950842558229;0,13;0,13;0,00187690447473047
0,400139999999965;0,0781267790077639;-0,04;0,03;0,00249749519417633
0,499242249999952;0,0976584737597049;-0,19;-0,06;0,00251495928021532
0,60026049999999;0,117190168511646;-0,325;-0,16;0,00168440031383804
0,700174999999945;0,136721863263587;-0,425;-0,24;0,00178722678753898
0,800197750000052;0,156253558015528;-0,475;-0,29;0,00183371863510441
0,900314249999951;0,175785252767469;-0,49;-0,32;0,00232968119969919
0,999739249999948;0,19531694751941;-0,48;-0,32;0,00143929288240533
1,09958425000002;0,214848642271351;-0,415;-0,29;0,00183256515231564
1,19994174999999;0,234380337023292;-0,295;-0,23;0,00251133367419243
1,29881899999998;0,253912031775233;-0,15;-0,15;0,0030970081462333
1,39919825000004;0,273443726527174;0,0150000000000001;-0,06;0,00244542765407706
1,50028425000005;0,292975421279115;0,175;0,04;0,00195835938855032
1,59973775000003;0,312507116031056;0,325;0,14;0,00298799667975411
1,69873600000005;0,332038810782997;0,445;0,22;0,00467225519856017
1,7994185;0,351570505534938;0,535;0,3;0,00548923045546565
1,899179;0,371102200286879;0,575;0,34;0,00415158088333044
1,99926174999996;0,39063389503882;0,57;0,35;0,00370084711504941
2,09994125000003;0,410165589790761;0,555;0,34;0,00483575339742641
2,20003999999994;0,429697284542702;0,46;0,3;0,0917090217971323
2,29940550000003;0,449228979294643;0,32;0,23;0,290944058092395
2,39989500000001;0,468760674046584;0,16;0,15;0,425130000665559
2,49954249999996;0,488292368798525;-0,00999999999999979;0,05;0,351179021087723
2,59946000000002;0,507824063550465;-0,16;-0,05;0,154254654544083
2,70003499999996;0,527355758302406;-0,3;-0,14;0,0205125703883531
2,7991505;0,546887453054347;-0,41;-0,22;0,0104207800860381
2,89995250000004;0,566419147806288;-0,475;-0,28;0,00815672191543196
3,00031775000002;0,585950842558229;-0,485;-0,32;0,00583944832859327
3,09927174999996;0,60548253731017;-0,485;-0,32;0,00292798783162131
3,19954425000003;0,625014232062111;-0,435;-0,3;0,00238233935743121
3,29977699999995;0,644545926814052;-0,315;-0,24;0,00294867109263962
3,39873899999998;0,664077621565993;-0,18;-0,17;0,00359102162583989
3,49944000000005;0,683609316317934;-0,0150000000000001;-0,08;0,00270014789760412
3,59997599999997;0,703141011069875;0,155;0,02;0,00180994518962338
3,69891174999998;0,722672705821816;0,3;0,12;0,00193520277813451
3,79934975000003;0,742204400573757;0,425;0,22;0,00227843824043945
3,89988000000005;0,761736095325698;0,525;0,29;0,00245750219977681
3,99951825000005;0,781267790077639;0,57;0,33;0,0014486760369048
4,09889899999996;0,80079948482958;0,575;0,35;0,0013329858175624
4,20009349999998;0,820331179581521;0,565;0,34;0,00133027410574594
4,29898324999999;0,839862874333462;0,48;0,31;0,00263240244520369
4,39885600000002;0,859394569085403;0,35;0,25;0,00246290555551423
4,499099;0,878926263837344;0,19;0,16;0,00197233853103527
4,59910000000002;0,898457958589285;0,02;0,07;0,00122434082417632
4,69905900000003;0,917989653341226;-0,135;-0,03;0,0012562138089283
4,79987849999998;0,937521348093167;-0,28;-0,13;0,00151442204737783
4,89987825000003;0,957053042845108;-0,39;-0,21;0,00109109243181483
4,99939299999994;0,976584737597049;-0,465;-0,27;0,00113335283632254
5,09980625000003;0,99611643234899;-0,485;-0,31;0,00101608796110704
5,19977600000004;1,01564812710093;-0,48;-0,32;0,00145770534498608
5,30005349999999;1,03517982185287;-0,45;-0,3;0,00121186280520118
5,39976449999995;1,05471151660481;-0,34;-0,26;0,00134999084113231
5,50093349999997;1,07424321135675;-0,21;-0,18;0,000778275134800068
5,60012199999994;1,09377490610869;-0,0449999999999999;-0,1;0,00145058445258057
5,69975599999998;1,11330660086064;0,11;0,01;0,00103982499608742
5,79979749999995;1,13283829561258;0,275;0,1;0,00126532772228346
5,89939775000005;1,15236999036452;0,405;0,2;0,000818609704623869
6,00025349999999;1,17190168511646;0,51;0,27;0,00107511612188876
6,09987875000002;1,1914333798684;0,565;0,33;0,00108700006002158
6,19940099999997;1,21096507462034;0,575;0,35;0,000808061067782455
6,30092100000002;1,23049676937228;0,565;0,35;0,000694914192111049
6,40045999999995;1,25002846412422;0,495;0,32;0,000823354563820901
6,49956099999997;1,26956015887616;0,37;0,26;0,000920230195150903
6,60011299999996;1,2890918536281;0,22;0,18;0,000968232488811915
6,70026199999995;1,30862354838005;0,0499999999999998;0,08;0,000723160934358386
6,80059400000005;1,32815524313199;-0,115;-0,02;0,000770901596576125
6,89869050000004;1,34768693788393;-0,255;-0,11;0,000871386079482697
6,99948099999995;1,36721863263587;-0,38;-0,2;0,000993270782669585
7,09950100000003;1,38675032738781;-0,455;-0,26;0,00117423014724674
7,20035825000002;1,40628202213975;-0,485;-0,3;0,0014022669974883
7,29943600000001;1,42581371689169;-0,49;-0,32;0,00107496356282701
7,40064099999995;1,44534541164363;-0,465;-0,3;0,000953338450597758
7,49946424999996;1,46487710639557;-0,365;-0,26;0,000463788982611805
7,60032175000003;1,48440880114751;-0,225;-0,19;0,000708485134507543
7,70021174999999;1,50394049589946;-0,0750000000000002;-0,11;0,000810188704624248
7,79945175;1,5234721906514;0,0950000000000002;-0,02;0,000897529361835077
7,89885600000002;1,54300388540334;0,25;0,09;0,000879520073008897
8,00010175;1,56253558015528;0,385;0,18;0,000697098634949881
8,09997599999997;1,58206727490722;0,495;0,26;0,000642591900187521
8,19991349999998;1,60159896965916;0,56;0,32;0,000841345909477478
8,29871749999995;1,6211306644111;0,575;0,35;0,000887396151022096
8,39955774999999;1,64066235916304;0,565;0,35;0,000863017270987357
8,50078174999999;1,66019405391498;0,515;0,32;0,000487112444848871
8,59879999999998;1,67972574866692;0,395;0,27;0,00055687331674087
8,69979975000001;1,69925744341887;0,24;0,2;0,000651419977072495
8,800297;1,71878913817081;0,0800000000000001;0,1;0,000622557869283997
8,90019299999994;1,73832083292275;-0,0899999999999999;0;0,000550818381522169
9,00015299999995;1,75785252767469;-0,235;-0,1;0,000569823127820264
9,10009700000001;1,77738422242663;-0,36;-0,18;0,000964864283500604
9,19937174999995;1,79691591717857;-0,445;-0,26;0,000921233252963828
9,29938325000001;1,81644761193051;-0,49;-0,3;0,00120525178148519
9,39997349999999;1,83597930668245;-0,49;-0,32;0,00100392432668101
9,49895700000002;1,85551100143439;-0,475;-0,31;0,0012998375386449
9,59983850000003;1,87504269618633;-0,385;-0,27;0,00118637036288803
9,69955049999999;1,89457439093828;-0,255;-0,21;0,00131233908872509
9,80043899999998;1,91410608569022;-0,1;-0,12;0,00111605182065437
9,90027350000003;1,93363778044216;0,0649999999999999;-0,03;0,000963176689555298
9,99983550000002;1,9531694751941;0,225;0,07;0,00103844455139122
10,0988824999999;1,97270116994604;0,365;0,17;0,00113757291630884
10,19863775;1,99223286469798;0,48;0,25;0,00110078412084723
10,300134;2,01176455944992;0,555;0,31;0,000755160859781294
10,3994;2,03129625420186;0,57;0,34;0,0005860383149667
10,500133;2,0508279489538;0,57;0,36;0,000809497213992641
10,60004325;2,07035964370574;0,535;0,34;0,000894892174544646
10,6994999999999;2,08989133845768;0,415;0,29;0,00097597996942961
10,79921775;2,10942303320963;0,265;0,22;0,00100627897223036
10,9002625000001;2,12895472796157;0,105;0,12;0,00120352448231012
11,0012134999999;2,14848642271351;-0,0600000000000001;0,02;0,00113500403848725
11,099553;2,16801811746545;-0,21;-0,08;0,000863746557403449
11,20036975;2,18754981221739;-0,345;-0,17;0,000819487263209856
11,30004425;2,20708150696933;-0,435;-0,24;0,00102327704130106
11,39932175;2,22661320172127;-0,48;-0,3;0,00100486300623597
11,4994935;2,24614489647321;-0,485;-0,32;0,000852245800009924
11,599117;2,26567659122515;-0,485;-0,32;0,000541269030403252
11,699181;2,28520828597709;-0,405;-0,28;0,000465800255611913
11,79975825;2,30473998072904;-0,28;-0,22;0,000594086898256786
11,899177;2,32427167548098;-0,13;-0,14;0,000545798674525328
11,999499;2,34380337023292;0,0350000000000001;-0,05;0,000773335259463919
12,0985575;2,36333506498486;0,195;0,06;0,00046609800037502
12,19882325;2,3828667597368;0,345;0,15;0,000613366157733765
12,2990775;2,40239845448874;0,46;0,24;0,00042321553790764
12,3998785;2,42193014924068;0,54;0,3;0,000681522849891054
12,49955825;2,44146184399262;0,575;0,34;0,000614996129019776
12,599281;2,46099353874456;0,57;0,36;0,00092184071864315
12,7004117499999;2,4805252334965;0,545;0,34;0,000883654246677705
12,7998817499999;2,50005692824845;0,435;0,3;0,000921327733065016
12,89987825;2,51958862300039;0,295;0,22;0,000739343632855008
12,99999825;2,53912031775233;0,13;0,14;0,000789729400945069
13,0998617499999;2,55865201250427;-0,0350000000000001;0,04;0,00060051144217726
13,1994105;2,57818370725621;-0,19;-0,06;0,000576544384560992
13,3001735;2,59771540200815;-0,32;-0,16;0,000456979975628493
13,400221;2,61724709676009;-0,42;-0,24;0,000456114898637012
13,4988585;2,63677879151203;-0,475;-0,29;0,000529318519086395
13,599259;2,65631048626397;-0,485;-0,32;0,000732441938215464
13,6995375;2,67584218101591;-0,485;-0,32;0,000847376808149731
13,800342;2,69537387576786;-0,425;-0,3;0,000804056156070987
13,899957;2,7149055705198;-0,3;-0,24;0,000705749114703892
13,999359;2,73443726527174;-0,155;-0,16;0,000622879301932589
14,10004;2,75396896002368;0,00499999999999989;-0,06;0,000781624779180067
14,2005785;2,77350065477562;0,175;0,04;0,000682271380520346
14,3001735;2,79303234952756;0,325;0,14;0,000617269185563577
14,4000155;2,8125640442795;0,445;0,22;0,000270311016327322
14,500259;2,83209573903144;0,53;0,3;0,000266167763433415
14,60060275;2,85162743378338;0,57;0,34;0,000399063973121308
14,69852425;2,87115912853532;0,57;0,36;0,000396311872793202
14,8002155;2,89069082328727;0,555;0,34;0,000365550662554688
14,90016425;2,91022251803921;0,455;0,3;0,000334104260981981
15,000136;2,92975421279115;0,32;0,24;0,000306105402639913
15,09921825;2,94928590754309;0,165;0,15;0,000521299108656956
15,1998354999999;2,96881760229503;-0,00499999999999989;0,06;0,000560606228440401
15,2987305;2,98834929704697;-0,16;-0,05;0,000673504125083511
15,399837;3,00788099179891;-0,3;-0,14;0,000780964522954807
15,5007735;3,02741268655085;-0,41;-0,22;0,000759960156888818
15,59947875;3,04694438130279;-0,47;-0,28;0,000873888987841918
15,7003217499999;3,06647607605473;-0,49;-0,32;0,000595356370486207
15,800313;3,08600777080667;-0,48;-0,32;0,000801615997325236
15,8994755;3,10553946555862;-0,44;-0,3;0,000751047034808739
16,0002735;3,12507116031056;-0,32;-0,25;0,000936806782256419
16,1001535;3,1446028550625;-0,18;-0,17;0,000705943419481043
16,199939;3,16413454981444;-0,0249999999999999;-0,08;0,000648097598447872
16,299033;3,18366624456638;0,14;0,02;0,000485210066389798
16,4001735000001;3,20319793931832;0,295;0,12;0,00069868886590603
16,5020935;3,22272963407026;0,425;0,22;0,000609181081904239
16,60052175;3,2422613288222;0,525;0,29;0,00047332577725601
16,6995587500001;3,26179302357414;0,57;0,34;0,000383952936747266
16,7997935;3,28132471832608;0,575;0,36;0,000515787656320699
16,90004175;3,30085641307803;0,57;0,35;0,000610936713877635
17,00008425;3,32038810782997;0,48;0,31;0,00043500922433096
17,099933;3,33991980258191;0,35;0,25;0,000427399092732961
17,198919;3,35945149733385;0,195;0,17;0,000387087099291571
17,299939;3,37898319208579;0,0300000000000002;0,07;0,000571938119267099
17,39895875;3,39851488683773;-0,135;-0,03;0,000575592591609787
17,4991735;3,41804658158967;-0,275;-0,13;0,000610468338182823
17,59921175;3,43757827634161;-0,385;-0,21;0,000722010942859266
17,6992775;3,45710997109355;-0,46;-0,27;0,000850674738386768
17,799893;3,47664166584549;-0,485;-0,31;0,000995172178325941
17,8988785;3,49617336059744;-0,485;-0,32;0,000765901386513183
17,9999785;3,51570505534938;-0,45;-0,3;0,000545403531672967
18,10041175;3,53523675010132;-0,345;-0,26;0,000328975303763121
18,20025175;3,55476844485326;-0,215;-0,18;0,00030999823506154
18,29912275;3,5743001396052;-0,0499999999999998;-0,1;0,000374287329426962
18,40065175;3,59383183435714;0,115;0,01;0,000366956856682073
18,499473;3,61336352910908;0,265;0,1;0,000465435710684139
18,599377;3,63289522386102;0,4;0,2;0,000462535207145777
18,7000025;3,65242691861296;0,505;0,27;0,000626609141203626
18,8001525;3,6719586133649;0,565;0,33;0,000668803875769802
18,899379;3,69149030811685;0,575;0,35;0,000594563323573851
19,0005355;3,71102200286879;0,565;0,35;0,000643507834879597
19,0994375;3,73055369762073;0,505;0,32;0,000539644757032993
19,20024325;3,75008539237267;0,385;0,26;0,000691811156332792
19,300297;3,76961708712461;0,225;0,18;0,000573789186064322
19,39923175;3,78914878187655;0,0600000000000001;0,09;0,000585517747767607
19,50008975;3,80868047662849;-0,105;-0,02;0,00062541064605042
19,59939875;3,82821217138043;-0,245;-0,11;0,000724624243363663
19,70062175;3,84774386613237;-0,37;-0,2;0,000856376585349366
19,800334;3,86727556088431;-0,45;-0,26;0,000725643643781767
19,8994775;3,88680725563625;-0,485;-0,3;0,000678689822779229
20,000101;3,9063389503882;-0,485;-0,32;0,000560667946111018
20,099917;3,92587064514014;-0,465;-0,31;0,000578016623030955
20,19947775;3,94540233989208;-0,37;-0,26;0,000467154127194654
