Zeit t / s;Frequenz f / Hz;Spannung U_B1 / V;Weg &b_A1 / rad;FFT fft / rad
0;0;-0,115;0;0,0370987751712538
0,10021675;0,00488275030455589;-0,0800000000000001;0;0,0422112733533938
0,19939675;0,00976550060911178;0,13;0;0,021031304224305
0,30065375;0,0146482509136677;0,345;0;0,00546268981639041
0,4002945;0,0195310012182236;0,505;0,02;0,000698611401786951
0,49929375;0,0244137515227794;0,575;0,02;0,000664647139149578
0,59945575;0,0292965018273353;0,57;0,05;0,000688323176989
0,70013525;0,0341792521318912;0,465;0,06;0,000606591353983912
0,80009575;0,0390620024364471;0,255;0,09;0,000475563402351451
0,89945375;0,043944752741003;0,0150000000000001;0,1;0,000408880623083
1,00036;0,0488275030455589;-0,215;0,1;0,000354083363375027
1,09939575;0,0537102533501148;-0,385;0,1;0,000466532195114518
1,20022975;0,0585930036546707;-0,475;0,08;0,000497107215429822
1,2998745;0,0634757539592266;-0,48;0,05;0,000398150313492507
1,40051025;0,0683585042637825;-0,42;0;0,000420792219675567
1,49949225;0,0732412545683384;-0,235;-0,04;0,000365509345413071
1,60133875;0,0781240048728942;0;-0,09;0,000415979361493294
1,69959525;0,0830067551774501;0,23;-0,12;0,00027543964655432
1,79979775;0,087889505482006;0,43;-0,13;0,000367479271268191
1,90021775;0,0927722557865619;0,55;-0,12;0,000385221604206791
1,9996;0,0976550060911178;0,575;-0,1;0,000371340164685086
2,0995945;0,102537756395674;0,545;-0,05;0,000350228325808293
2,20023525;0,10742050670023;0,37;0,01;0,000278011991400016
2,30115275;0,112303257004785;0,145;0,07;0,000386000068679656
2,3999735;0,117186007309341;-0,0899999999999999;0,13;0,000351531112132824
2,50013075;0,122068757613897;-0,295;0,17;0,000271705811690182
2,5994585;0,126951507918453;-0,44;0,19;0,000167302471547298
2,70015575;0,131834258223009;-0,485;0,19;0,00017845407702437
2,8003285;0,136717008527565;-0,475;0,16;0,000295268091028684
2,89974;0,141599758832121;-0,34;0,11;0,000355889484898685
2,9997065;0,146482509136677;-0,135;0,05;0,000470339626788277
3,09945625;0,151365259441233;0,1;-0,02;0,000474988827354287
3,20011375;0,156248009745788;0,32;-0,08;0,00041637475257867
3,30049775;0,161130760050344;0,495;-0,12;0,000400982350621321
3,39965225;0,1660135103549;0,57;-0,15;0,000256713986881588
3,49965675;0,170896260659456;0,57;-0,15;0,000336337907954234
3,60014725;0,175779010964012;0,485;-0,13;0,000316885143697058
3,70027075;0,180661761268568;0,28;-0,08;0,000466918981034462
3,80067225;0,185544511573124;0,04;-0,02;0,000455833601522936
3,89987775;0,19042726187768;-0,19;0,03;0,000364611958702133
4,00046;0,195310012182236;-0,375;0,09;0,00032297429973132
4,09973575;0,200192762486791;-0,47;0,13;0,000222624821767007
4,20034075;0,205075512791347;-0,485;0,15;0,000211016536524443
4,301443;0,209958263095903;-0,425;0,15;0,000366266976327521
4,40100975;0,214841013400459;-0,26;0,14;0,000611554167858542
4,50017375;0,219723763705015;-0,0300000000000002;0,1;0,00077265728111953
4,59983025;0,224606514009571;0,205;0,06;0,000698040711553129
4,70035075;0,229489264314127;0,41;0,02;0,000540784636691009
4,79917525;0,234372014618683;0,54;-0,02;0,000393533198902868
4,90075575;0,239254764923239;0,575;-0,05;0,000343620930224249
5,00021375;0,244137515227795;0,56;-0,06;0,000420004588692156
5,101201;0,24902026553235;0,395;-0,06;0,000388893502930256
5,19998;0,253903015836906;0,175;-0,05;0,000327003054473906
5,3003785;0,258785766141462;-0,0700000000000003;-0,02;0,000184906423347045
5,40003675;0,263668516446018;-0,28;0;0,000260392261337336
5,5008505;0,268551266750574;-0,43;0,02;0,00030445955591659
5,6008065;0,27343401705513;-0,485;0,04;0,000418602935459516
5,69989375;0,278316767359686;-0,475;0,04;0,000606894148641253
5,80051;0,283199517664242;-0,365;0,04;0,000842105380374275
