Zeit t / s;Frequenz f / Hz;Spannung U_B1 / V;Weg &b_A1 / rad;zeiliche Ableitung w_1 / rad/s;FFT fft / rad
0;0;0,005;-0,02;;0,00663320318768156
0,0993799999999965;0,00976563886224161;0,005;0,76;7,40405976970209;0,00800467016666665
0,200045749999987;0,0195312777244832;0,005;1,46;6,15745484319595;0,00775159590671362
0,300779500000004;0,0292969165867248;0,005;2;4,22718640416911;0,00567938368478514
0,400680249999994;0,0390625554489664;0,01;2,31;1,95165798167189;0,00627566796263788
0,500421249999988;0,048828194311208;0,005;2,39;-0,50224940807706;0,00579632925886361
0,600101249999994;0,0585938331734496;0,005;2,21;-2,93568169606658;0,00580731063702883
0,700692250000003;0,0683594720356913;0,01;1,8;-4,94614407813509;0,00597722859913943
0,800523499999997;0,0781251108979329;0,005;1,22;-6,48741069048658;0,00593531972430489
0,899679499999991;0,0878907497601745;0,005;0,51;-7,36065015977163;0,00603732571783456
1,00016149999999;0,0976563886224161;0,005;-0,25;-7,39071244537096;0,00623011370471906
1,099896;0,107422027484658;0,005;-0,97;-6,65317885333462;0,00601463829008245
1,20015549999999;0,117187666346899;0,005;-1,58;-5,25655994275428;0,00598384143603369
1,299296;0,126953305209141;0,005;-2,02;-3,41436824692239;0,00590881423654274
1,40066575;0,136718944071383;0,005;-2,26;-1,12373735075776;0,00640870653859987
1,500418;0,146484582933624;0,005;-2,25;1,201103518692;0,00652075940362153
1,60028025;0,156250221795866;0,01;-2,02;3,35582399339645;0,00653486931105427
1,7000985;0,166015860658107;0,005;-1,58;5,19989118586485;0,00648585428471962
1,80019849999999;0,175781499520349;0,005;-0,98;6,50371646631443;0,00642356751499795
1,90002674999999;0,185547138382591;0,005;-0,28;7,04590320105485;0,00659197190584686
2,00171599999999;0,195312777244832;0,005;0,44;6,84351071283934;0,00689620157895539
2,09998350000001;0,205078416107074;0,005;1,09;6,00756915571241;0,00691404177876891
2,2001965;0,214844054969315;0,005;1,63;4,53798417238218;0,00686797369350331
2,30057524999998;0,224609693831557;0,01;2;2,54219969345286;0,00704428036559284
2,39959949999999;0,234375332693799;0,005;2,14;0,364918026892865;0,00740345476040215
2,49992424999999;0,24414097155604;0,005;2,07;-1,78444562449581;0,00750478534671584
2,6007415;0,253906610418282;0,005;1,78;-3,86774320812528;0,00776263234981865
2,69986674999998;0,263672249280523;0,005;1,3;-5,41155701554763;0,00773527810536588
2,8000835;0,273437888142765;0,005;0,7;-6,3860773551418;0,00821148996124483
2,90030249999998;0,283203527005007;0,005;0,02;-6,70100432419345;0,00836506179088598
3,00004149999998;0,292969165867248;0,005;-0,64;-6,298788239906;0,00886725874982869
3,10040425;0,30273480472949;0,005;-1,24;-5,26333841734114;0,00915292355170203
3,19908024999998;0,312500443591731;0,01;-1,69;-3,68358468496543;0,00919997372647435
3,2993415;0,322266082453973;0,01;-1,97;-1,74610267111448;0,00970178766882806
3,39998125;0,332031721316215;0,005;-2,04;0,353130998214103;0,0099573559081773
3,50018025;0,341797360178456;0,005;-1,9;2,33697756371746;0,0104060438691477
3,600776;0,351562999040698;0,005;-1,57;4,13504759638805;0,0109586860296252
